2	8	13	2	9	13	2	9	13	2	9	13	2	9	13	2	9	13	2	9	13	2	9	13	2	9	13	2	9	13	2	9	13	2	9	13	2	9	13	2	9	13	2	9	13	2	9	13	0	6	2	2	9	13	2	9	13	2	10	13
1	7	0	3	11	2	3	11	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	3	5	13
1	7	1	3	11	3	3	11	3	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	3	5	14
1	7	1	3	11	4	3	11	4	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	3	5	15
1	7	1	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2
1	7	1	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2
1	7	1	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2
1	7	1	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2
1	7	1	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2
1	7	1	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2
0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	3	5	1	3	6	1	3	7	1
0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2
0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2
1	7	1	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2
1	7	1	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2
1	7	1	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2
1	7	1	3	4	13	3	5	13	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2
1	7	1	3	4	14	3	5	14	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2
1	7	2	3	4	15	3	5	15	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2	0	6	2
2	8	15	2	9	15	2	9	15	2	9	15	2	9	15	2	9	15	2	9	15	2	9	15	2	9	15	3	1	4	2	9	15	2	9	15	2	9	15	2	9	15	2	9	15	2	9	15	2	9	15	2	9	15	2	9	15	2	10	15
