-2	16	36	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	68	-2	16	96	-2	16	36	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	68
-2	90	5	-2	90	5	-2	90	5	-2	90	5	-2	90	5	-2	90	5	-2	90	5	-2	90	5	-2	90	5	-2	90	5	-2	90	5	-2	90	5	-2	90	5	-2	90	5	-2	90	5	-2	90	7	-2	16	10	-2	90	13	-2	90	5	-2	90	5	-2	90	5	-2	90	5	-2	90	5	-2	90	5	-2	90	5	-2	90	5	-2	90	5	-2	90	5	-2	90	5	-2	90	5	-2	90	5	-2	90	5	-2	90	5	-2	90	5	-2	90	5	-2	90	5	-2	90	5	-2	90	5	-2	90	5	-2	90	5
-2	16	17	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-127	-2	16	-112	-2	16	17	-2	16	-111	-2	16	-111	-2	16	-79	-2	16	-75	-2	16	-11	-2	16	-11	-2	16	-11	-2	16	-11	-2	16	-11	-2	16	-43	-2	16	-47	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-127
-2	16	32	-2	16	4	-2	16	64	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	32	-2	16	4	-2	16	96	-2	16	36	-2	16	100	-2	16	100	-2	16	100	-2	16	68	-2	16	64	-2	16	0	-2	16	0	-2	16	0	-2	16	34	-2	91	9	-2	91	1	-2	91	1	-2	91	1	-2	91	1	-2	91	1	-2	91	3	-2	16	72	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0
-2	16	2	-2	0	-1	-2	16	8	-2	16	0	-2	16	32	-2	16	36	-2	16	100	-2	16	68	-2	16	66	-2	0	-1	-2	16	42	0	0	13	0	1	13	0	2	13	0	3	13	0	4	13	-2	16	72	-2	16	0	-2	16	0	-2	16	0	-2	16	50	-2	91	8	-2	16	-79	-2	16	-107	-2	16	-15	-2	16	-107	-2	16	-13	-2	91	2	-2	16	-56	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	32	-2	16	4	-2	16	64	-2	16	0	-2	16	0	-2	16	0	-2	16	0
-2	16	48	-2	16	5	-2	16	-64	-2	16	0	-2	16	2	0	0	2	0	0	2	0	0	2	-2	16	24	-2	16	1	-2	16	-78	0	0	14	0	1	14	0	2	14	0	3	14	0	4	14	-2	16	-56	-2	16	0	-2	16	0	-2	16	0	-2	16	50	-2	91	8	-2	16	-94	-2	39	-37	-2	16	110	-2	39	-69	-2	16	122	-2	91	2	-2	16	-56	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	2	-2	0	-1	-2	16	8	-2	16	0	-2	16	0	-2	16	0	-2	16	0
-2	16	2	0	0	2	-2	16	8	-2	16	0	-2	16	16	-2	16	17	-2	16	-111	-2	16	-127	-2	16	-128	-2	16	0	-2	16	50	0	0	15	0	1	15	0	2	15	0	3	15	0	4	15	-2	16	-56	-2	16	0	-2	16	0	-2	16	0	-2	16	50	-2	91	8	-2	16	-14	-2	39	-40	-2	39	1	-2	39	-78	-2	16	-6	-2	91	2	-2	16	-56	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	16	-2	16	1	-2	16	-128	-2	16	0	-2	16	0	-2	16	0	-2	16	0
-2	16	16	-2	16	1	-2	16	-128	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	50	-2	107	13	-2	107	5	-2	107	5	-2	107	5	-2	107	7	-2	16	-56	-2	16	0	-2	16	0	-2	16	0	-2	16	50	-2	91	8	-2	16	58	-2	39	-24	-2	39	4	-2	39	114	-2	16	-6	-2	91	2	-2	16	-56	-2	16	0	-2	16	0	-2	16	32	-2	16	4	-2	16	64	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0
-2	16	0	-2	16	32	-2	16	36	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	68	-2	16	64	-2	16	0	-2	16	50	-2	107	8	2	12	0	3	4	3	2	12	0	-2	107	2	-2	16	-56	-2	16	0	-2	16	0	-2	16	0	-2	16	50	-2	91	8	-2	16	-110	-2	39	-18	-2	16	-101	-2	39	126	-2	16	-70	-2	91	2	-2	16	-56	-2	16	0	-2	16	0	-2	16	2	-2	0	-1	-2	16	8	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0
-2	16	0	-2	16	34	-2	24	-39	-2	24	-111	-2	24	-111	-2	24	-111	-2	24	-111	-2	24	-77	-2	16	72	-2	16	0	-2	16	18	-2	107	12	2	12	1	3	4	4	2	12	1	-2	107	6	-2	16	-120	-2	16	0	-2	16	0	-2	16	0	-2	16	50	-2	91	8	-2	16	-4	-2	16	69	-2	16	-16	-2	16	37	-2	16	-10	-2	91	2	-2	16	-56	-2	16	0	-2	16	0	-2	16	16	-2	16	1	-2	16	-128	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0
-2	16	0	-2	16	50	-2	24	-56	-2	24	0	-2	24	0	-2	24	0	-2	24	0	-2	24	50	-2	16	-56	-2	16	0	-2	16	16	-2	16	49	-2	16	-75	-2	16	-11	-2	16	-43	-2	16	-63	-2	16	-128	-2	16	0	-2	16	0	-2	16	0	-2	16	18	-2	91	12	-2	91	4	-2	91	4	-2	16	14	-2	91	4	-2	91	4	-2	91	6	-2	16	-120	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0
-2	16	0	-2	16	50	-2	24	-56	-2	24	0	-2	24	0	-2	24	0	-2	24	0	-2	24	50	-2	16	-56	-2	16	0	-2	16	0	-2	16	34	0	0	2	0	0	2	0	0	2	-2	16	72	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	16	-2	16	17	-2	16	-111	-2	16	-93	0	7	12	-2	16	89	-2	16	-111	-2	16	-127	-2	16	-128	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0
-2	16	0	-2	16	50	-2	24	-56	-2	24	0	-2	24	0	-2	24	0	-2	24	0	-2	24	50	-2	16	-56	-2	16	0	-2	16	0	-2	16	50	0	0	2	-2	16	-5	0	0	2	-2	16	-56	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	50	0	7	12	-2	16	-56	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0
-2	16	0	-2	16	50	-2	24	-56	-2	24	0	-2	24	0	-2	24	0	-2	24	0	-2	24	50	-2	16	-56	-2	16	0	-2	16	0	-2	16	50	0	0	2	-2	16	-6	0	7	12	-2	16	-52	-2	16	64	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	50	0	7	12	-2	16	-56	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0
-2	16	0	-2	16	50	-2	24	-56	-2	24	0	-2	24	0	-2	24	0	-2	24	0	-2	24	50	-2	16	-56	-2	16	0	-2	16	0	-2	16	50	0	0	2	-2	16	-2	0	7	12	0	0	2	-2	16	108	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	118	0	7	12	-2	16	-56	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0
